XR	start	end	chr
XR_002634800.1	35586993	35588582	NC_035786.1
XR_002634801.1	35721197	35724523	NC_035786.1
XR_002635052.1	35780883	35783016	NC_035786.1
XR_002635053.1	35786915	35790693	NC_035786.1
XR_002634500.1	35799030	35802292	NC_035786.1
XR_002634505.1	36138229	36142603	NC_035786.1
XR_002634496.1	36258366	36265169	NC_035786.1
XR_002634483.1	36444137	36458726	NC_035786.1
XR_002634779.1	36627665	36629558	NC_035786.1
XR_002634973.1	36924448	36928627	NC_035786.1
XR_002634480.1	37245140	37245841	NC_035786.1
XR_002635015.1	38048220	38052061	NC_035786.1
XR_002635014.1	38071651	38072862	NC_035786.1
XR_002635016.1	38294486	38297380	NC_035786.1
XR_002634580.1	38606473	38607844	NC_035786.1
XR_002634701.1	38948932	38966095	NC_035786.1
XR_002634638.1	39216047	39219667	NC_035786.1
XR_002634596.1	39286843	39294483	NC_035786.1
XR_002634478.1	39466129	39466830	NC_035786.1
XR_002634653.1	40047430	40048878	NC_035786.1
XR_002634913.1	40560088	40562038	NC_035786.1
XR_002634916.1	40572219	40580312	NC_035786.1
XR_002634749.1	40714704	40716063	NC_035786.1
XR_002634511.1	40755636	40809379	NC_035786.1
XR_002634510.1	40805127	40807808	NC_035786.1
XR_002634793.1	41002799	41006836	NC_035786.1
XR_002634658.1	41506892	41516105	NC_035786.1
XR_002634737.1	41569496	41570152	NC_035786.1
XR_002634967.1	41694156	41695208	NC_035786.1
XR_002634868.1	42582638	42586995	NC_035786.1
XR_002634609.1	44266694	44270066	NC_035786.1
XR_002634468.1	44504665	44505804	NC_035786.1
XR_002634613.1	44544999	44549749	NC_035786.1
XR_002635067.1	44577979	44579167	NC_035786.1
XR_002634979.1	44591179	44593572	NC_035786.1
XR_002634889.1	45215149	45218759	NC_035786.1
XR_002634981.1	45264326	45266319	NC_035786.1
XR_002634861.1	45540157	45544007	NC_035786.1
XR_002635034.1	45562962	45565556	NC_035786.1
XR_002635041.1	45824692	45826846	NC_035786.1
XR_002635021.1	46008113	46024126	NC_035786.1
XR_002634619.1	46283327	46284437	NC_035786.1
XR_002634462.1	46464662	46473677	NC_035786.1
XR_002634862.1	46535533	46537315	NC_035786.1
XR_002634819.1	47214295	47219822	NC_035786.1
XR_002634820.1	47216287	47218118	NC_035786.1
XR_002634931.1	47494240	47495521	NC_035786.1
XR_002634930.1	47498009	47502616	NC_035786.1
XR_002634678.1	47530978	47533350	NC_035786.1
XR_002634982.1	48130323	48133466	NC_035786.1
XR_002634506.1	48368110	48370129	NC_035786.1
XR_002634573.1	48411222	48438484	NC_035786.1
XR_002634574.1	48415336	48424864	NC_035786.1
XR_002634974.1	48771032	48776405	NC_035786.1
XR_002635026.1	48856577	48917782	NC_035786.1
XR_002634961.1	48936483	48938262	NC_035786.1
XR_002635040.1	49050335	49053298	NC_035786.1
XR_002635012.1	49176224	49180273	NC_035786.1
XR_002634521.1	49265750	49272480	NC_035786.1
XR_002634863.1	49378647	49381686	NC_035786.1
XR_002634648.1	49406032	49406846	NC_035786.1
XR_002634493.1	49505366	49512445	NC_035786.1
XR_002634600.1	49535967	49538714	NC_035786.1
XR_002634966.1	49591337	49595185	NC_035786.1
XR_002634867.1	51027048	51027675	NC_035786.1
XR_002634679.1	51667814	51669395	NC_035786.1
XR_002634682.1	51700384	51702123	NC_035786.1
XR_002634548.1	51905770	51915660	NC_035786.1
XR_002634869.1	52544501	52548528	NC_035786.1
XR_002634636.1	53114735	53117715	NC_035786.1
XR_002635027.1	53274738	53275974	NC_035786.1
XR_002634928.1	53481625	53488539	NC_035786.1
XR_002634839.1	53591669	53592662	NC_035786.1
XR_002634994.1	53724004	53724921	NC_035786.1
XR_002634993.1	53751194	53757949	NC_035786.1
XR_002634992.1	53771917	53775752	NC_035786.1
XR_002635074.1	54130028	54131104	NC_035786.1
XR_002634770.1	54331412	54333520	NC_035786.1
XR_002634771.1	54389636	54392100	NC_035786.1
XR_002634664.1	54572872	54573773	NC_035786.1
XR_002634883.1	54595414	54598634	NC_035786.1
XR_002635079.1	54636260	54641494	NC_035786.1
XR_002634542.1	54644867	54646590	NC_035786.1
XR_002634522.1	55485061	55486001	NC_035786.1
XR_002634923.1	55536389	55540055	NC_035786.1
XR_002634995.1	55875456	55876572	NC_035786.1
XR_002635003.1	56083440	56085870	NC_035786.1
XR_002634953.1	56091855	56104873	NC_035786.1
XR_002634628.1	56567720	56574105	NC_035786.1
XR_002634546.1	56753973	56756790	NC_035786.1
XR_002634576.1	57246933	57250882	NC_035786.1
XR_002635575.1	112975	113940	NC_035787.1
XR_002635265.1	260138	261032	NC_035787.1
XR_002635298.1	290036	291366	NC_035787.1
XR_002635813.1	391749	393961	NC_035787.1
XR_002635576.1	1060286	1061588	NC_035787.1
XR_002635270.1	1413169	1417057	NC_035787.1
XR_002635271.1	1420893	1424448	NC_035787.1
XR_002635555.1	1640540	1646461	NC_035787.1
XR_002635522.1	2100828	2102952	NC_035787.1
XR_002635519.1	2136112	2142774	NC_035787.1
XR_002635521.1	2151866	2153410	NC_035787.1
XR_002635518.1	2157217	2158681	NC_035787.1
XR_002635520.1	2164407	2169058	NC_035787.1
XR_002635180.1	2467634	2480696	NC_035787.1
XR_002635269.1	2807088	2811436	NC_035787.1
XR_002635268.1	3110876	3114414	NC_035787.1
XR_002635206.1	3164029	3165570	NC_035787.1
XR_002635410.1	3397173	3398138	NC_035787.1
XR_002635236.1	3456221	3456808	NC_035787.1
XR_002635235.1	3460859	3461506	NC_035787.1
XR_002635176.1	3565573	3568177	NC_035787.1
XR_002635446.1	4594756	4595363	NC_035787.1
XR_002635461.1	4835826	4836658	NC_035787.1
XR_002635462.1	4836697	4837126	NC_035787.1
XR_002635414.1	5155378	5157006	NC_035787.1
XR_002635174.1	5421514	5422862	NC_035787.1
XR_002635798.1	5465322	5466374	NC_035787.1
XR_002635226.1	5769689	5779434	NC_035787.1
XR_002635305.1	5869975	5880516	NC_035787.1
XR_002635349.1	6049567	6050940	NC_035787.1
XR_002635831.1	6374923	6391212	NC_035787.1
XR_002635779.1	6641017	6645513	NC_035787.1
XR_002635445.1	6918988	6919792	NC_035787.1
XR_002635444.1	6922855	6952213	NC_035787.1
XR_002635443.1	6952892	6954139	NC_035787.1
XR_002635845.1	7083772	7088375	NC_035787.1
XR_002635809.1	7124605	7129495	NC_035787.1
XR_002635172.1	7291982	7292510	NC_035787.1
XR_002635389.1	7311057	7312378	NC_035787.1
XR_002635239.1	7325680	7326981	NC_035787.1
XR_002635405.1	7603756	7604653	NC_035787.1
XR_002635686.1	7706210	7712063	NC_035787.1
XR_002635338.1	7785331	7792831	NC_035787.1
XR_002635092.1	8045697	8050826	NC_035787.1
XR_002635836.1	8251813	8256366	NC_035787.1
XR_002635108.1	8271083	8272907	NC_035787.1
XR_002635098.1	8278557	8285760	NC_035787.1
XR_002635279.1	8492380	8495320	NC_035787.1
XR_002635190.1	8674530	8677087	NC_035787.1
XR_002635189.1	8751674	8760704	NC_035787.1
XR_002635360.1	8772816	8781699	NC_035787.1
XR_002635758.1	9115611	9118248	NC_035787.1
XR_002635129.1	9479094	9480226	NC_035787.1
XR_002635808.1	9650893	9661933	NC_035787.1
XR_002635404.1	9886467	9887891	NC_035787.1
XR_002635344.1	10181032	10183361	NC_035787.1
XR_002635737.1	10271198	10276678	NC_035787.1
XR_002635736.1	10280316	10282423	NC_035787.1
XR_002635614.1	10459531	10461606	NC_035787.1
XR_002635615.1	10463150	10467260	NC_035787.1
XR_002635123.1	10624360	10627825	NC_035787.1
XR_002635620.1	11199767	11203938	NC_035787.1
XR_002635606.1	11267084	11269778	NC_035787.1
XR_002635314.1	11281595	11284156	NC_035787.1
XR_002635102.1	11331757	11342368	NC_035787.1
XR_002635517.1	11835544	11836280	NC_035787.1
XR_002635193.1	12186304	12187945	NC_035787.1
XR_002635613.1	12233607	12235439	NC_035787.1
XR_002635124.1	12277224	12290080	NC_035787.1
XR_002635154.1	12440798	12443288	NC_035787.1
XR_002635725.1	12669431	12673439	NC_035787.1
XR_002635632.1	12794887	12798614	NC_035787.1
XR_002635633.1	12822091	12823300	NC_035787.1
XR_002635547.1	13236777	13239024	NC_035787.1
XR_002635548.1	13494970	13501432	NC_035787.1
XR_002635456.1	14248663	14249129	NC_035787.1
XR_002635542.1	14968317	14969480	NC_035787.1
XR_002635422.1	15432868	15434532	NC_035787.1
XR_002635458.1	15555277	15558811	NC_035787.1
XR_002635225.1	15617538	15621181	NC_035787.1
XR_002635203.1	15863876	15865834	NC_035787.1
XR_002635168.1	16667141	16668642	NC_035787.1
XR_002635390.1	17069880	17070491	NC_035787.1
XR_002635118.1	17094401	17096648	NC_035787.1
XR_002635215.1	17109496	17110566	NC_035787.1
XR_002635116.1	17323946	17325881	NC_035787.1
XR_002635264.1	17344594	17346909	NC_035787.1
XR_002635616.1	17534690	17536436	NC_035787.1
XR_002635191.1	17827607	17843765	NC_035787.1
XR_002635531.1	17911200	17914569	NC_035787.1
XR_002635607.1	18187508	18198630	NC_035787.1
XR_002635610.1	18229997	18231276	NC_035787.1
XR_002635609.1	18445163	18446107	NC_035787.1
XR_002635608.1	18478556	18479305	NC_035787.1
XR_002635103.1	18951161	18953775	NC_035787.1
XR_002635463.1	19051421	19054441	NC_035787.1
XR_002635366.1	19361536	19364878	NC_035787.1
XR_002635173.1	19611499	19613502	NC_035787.1
XR_002635126.1	19616515	19619893	NC_035787.1
XR_002635782.1	19646443	19647155	NC_035787.1
XR_002635255.1	19678714	19682555	NC_035787.1
XR_002635732.1	19714608	19716193	NC_035787.1
XR_002635087.1	19787444	19790253	NC_035787.1
XR_002635086.1	19820787	19833953	NC_035787.1
XR_002635838.1	19923791	19926135	NC_035787.1
XR_002635371.1	19970363	19974838	NC_035787.1
XR_002635364.1	20113504	20114560	NC_035787.1
XR_002635453.1	20163794	20170043	NC_035787.1
XR_002635311.1	20348896	20351540	NC_035787.1
XR_002635209.1	20747046	20748934	NC_035787.1
XR_002635210.1	20787370	20787995	NC_035787.1
XR_002635832.1	20979774	20981594	NC_035787.1
XR_002635474.1	21115992	21118966	NC_035787.1
XR_002635787.1	21595716	21599576	NC_035787.1
XR_002635788.1	21606126	21609842	NC_035787.1
XR_002635825.1	21778660	21780868	NC_035787.1
XR_002635823.1	21780983	21792391	NC_035787.1
XR_002635289.1	21825451	21832436	NC_035787.1
XR_002635288.1	21832433	21833795	NC_035787.1
XR_002635229.1	22445894	22452122	NC_035787.1
XR_002635526.1	22696025	22697527	NC_035787.1
XR_002635567.1	22732052	22735751	NC_035787.1
XR_002635573.1	22735748	22737326	NC_035787.1
XR_002635211.1	22753035	22753722	NC_035787.1
XR_002635727.1	22794591	22806466	NC_035787.1
XR_002635324.1	22990533	22994393	NC_035787.1
XR_002635829.1	23000202	23002107	NC_035787.1
XR_002635705.1	23235268	23237863	NC_035787.1
XR_002635243.1	23347311	23349099	NC_035787.1
XR_002635165.1	23449702	23453960	NC_035787.1
XR_002635748.1	23722479	23725909	NC_035787.1
XR_002635361.1	23977704	23979400	NC_035787.1
XR_002635814.1	24003922	24005327	NC_035787.1
XR_002635702.1	24020777	24023742	NC_035787.1
XR_002635339.1	24073713	24075275	NC_035787.1
XR_002635331.1	24098724	24100430	NC_035787.1
XR_002635743.1	24224297	24225221	NC_035787.1
XR_002635188.1	24560487	24564968	NC_035787.1
XR_002635834.1	25198457	25199271	NC_035787.1
XR_002635403.1	25311281	25312543	NC_035787.1
XR_002635421.1	25403585	25404589	NC_035787.1
XR_002635287.1	25522324	25524691	NC_035787.1
XR_002635552.1	25735397	25736372	NC_035787.1
XR_002635300.1	25780546	25781667	NC_035787.1
XR_002635224.1	25806198	25807663	NC_035787.1
XR_002635223.1	25814198	25817054	NC_035787.1
XR_002635624.1	26233096	26236371	NC_035787.1
XR_002635161.1	26309372	26312002	NC_035787.1
XR_002635549.1	26359719	26364349	NC_035787.1
XR_002635828.1	26414380	26418277	NC_035787.1
XR_002635408.1	26418906	26419451	NC_035787.1
XR_002635177.1	26449083	26449621	NC_035787.1
XR_002635340.1	26607765	26610672	NC_035787.1
XR_002635341.1	26611028	26613372	NC_035787.1
XR_002635780.1	26836547	26838375	NC_035787.1
XR_002635717.1	26838691	26842266	NC_035787.1
XR_002635751.1	26857139	26859939	NC_035787.1
XR_002635499.1	26933335	26934633	NC_035787.1
XR_002635498.1	27035213	27040904	NC_035787.1
XR_002635811.1	27059430	27063726	NC_035787.1
XR_002635337.1	27318830	27320749	NC_035787.1
XR_002635326.1	27416836	27419783	NC_035787.1
XR_002635704.1	27456948	27460630	NC_035787.1
XR_002635358.1	27561387	27562097	NC_035787.1
XR_002635257.1	27611090	27612887	NC_035787.1
XR_002635099.1	27702682	27703697	NC_035787.1
XR_002635117.1	27711650	27713390	NC_035787.1
XR_002635805.1	27772275	27773777	NC_035787.1
XR_002635804.1	27773152	27785971	NC_035787.1
XR_002635753.1	28009350	28012175	NC_035787.1
XR_002635387.1	28336770	28337886	NC_035787.1
XR_002635388.1	28386045	28388866	NC_035787.1
XR_002635385.1	28417696	28419580	NC_035787.1
XR_002635383.1	28447201	28452656	NC_035787.1
XR_002635381.1	28476178	28482053	NC_035787.1
XR_002635386.1	28595546	28599642	NC_035787.1
XR_002635378.1	28599647	28605288	NC_035787.1
XR_002635471.1	29219381	29223212	NC_035787.1
XR_002635784.1	29494322	29496652	NC_035787.1
XR_002635833.1	30363259	30365390	NC_035787.1
XR_002635334.1	30689024	30689617	NC_035787.1
XR_002635516.1	30741196	30742090	NC_035787.1
XR_002635515.1	30758817	30760111	NC_035787.1
XR_002635413.1	31194772	31207804	NC_035787.1
XR_002635564.1	31597068	31598965	NC_035787.1
XR_002635563.1	31622660	31624253	NC_035787.1
XR_002635584.1	32565050	32567521	NC_035787.1
XR_002635227.1	32663816	32664442	NC_035787.1
XR_002635528.1	33672556	33673201	NC_035787.1
XR_002635530.1	33678274	33678930	NC_035787.1
XR_002635529.1	33734960	33736197	NC_035787.1
XR_002635527.1	34049913	34055947	NC_035787.1
XR_002635714.1	34213811	34215214	NC_035787.1
XR_002635715.1	34222058	34223107	NC_035787.1
XR_002635713.1	34227157	34229346	NC_035787.1
XR_002635318.1	34234341	34237217	NC_035787.1
XR_002635660.1	34359740	34360456	NC_035787.1
XR_002635198.1	34402153	34405077	NC_035787.1
XR_002635543.1	34661472	34662878	NC_035787.1
XR_002635514.1	34706392	34708675	NC_035787.1
XR_002635469.1	34765206	34768018	NC_035787.1
XR_002635101.1	34786503	34788324	NC_035787.1
XR_002635812.1	35208465	35210520	NC_035787.1
XR_002635333.1	35456054	35467750	NC_035787.1
XR_002635343.1	36787041	36789029	NC_035787.1
XR_002635090.1	36794156	36798148	NC_035787.1
XR_002635532.1	37162953	37164162	NC_035787.1
XR_002635765.1	37250792	37289302	NC_035787.1
XR_002635201.1	37521019	37522083	NC_035787.1
XR_002635202.1	37546821	37550834	NC_035787.1
XR_002635219.1	38153286	38154731	NC_035787.1
XR_002635835.1	38289138	38291871	NC_035787.1
XR_002635182.1	38393530	38410800	NC_035787.1
XR_002635266.1	38516849	38523905	NC_035787.1
XR_002635195.1	38989937	38992686	NC_035787.1
XR_002635097.1	38995261	38997090	NC_035787.1
XR_002635369.1	39275135	39278086	NC_035787.1
XR_002635130.1	39392516	39394668	NC_035787.1
XR_002635125.1	39502274	39503436	NC_035787.1
XR_002635345.1	39520850	39528433	NC_035787.1
XR_002635192.1	39680021	39684107	NC_035787.1
XR_002635554.1	39781810	39786897	NC_035787.1
XR_002635459.1	40119802	40122541	NC_035787.1
XR_002635560.1	40307257	40308800	NC_035787.1
XR_002635283.1	40806031	40836762	NC_035787.1
XR_002635286.1	40907808	40908913	NC_035787.1
XR_002635438.1	40964816	40965958	NC_035787.1
XR_002635439.1	40966308	40967105	NC_035787.1
XR_002635435.1	40973938	40987883	NC_035787.1
XR_002635434.1	41825381	41828701	NC_035787.1
XR_002635432.1	41836805	41841135	NC_035787.1
XR_002635437.1	42008187	42012333	NC_035787.1
XR_002635220.1	42710293	42721402	NC_035787.1
XR_002635490.1	42927517	42930304	NC_035787.1
XR_002635493.1	42958926	42960827	NC_035787.1
XR_002635494.1	43005681	43007947	NC_035787.1
XR_002635492.1	43095053	43097492	NC_035787.1
XR_002635486.1	43319009	43322022	NC_035787.1
XR_002635488.1	43553222	43555495	NC_035787.1
XR_002635491.1	43641171	43641800	NC_035787.1
XR_002635480.1	43657918	43670168	NC_035787.1
XR_002635489.1	43682346	43686338	NC_035787.1
XR_002635485.1	43696012	43706132	NC_035787.1
XR_002635504.1	43761285	43762172	NC_035787.1
XR_002635503.1	43794530	43796528	NC_035787.1
XR_002635598.1	43988643	43990527	NC_035787.1
XR_002635589.1	43994595	44009778	NC_035787.1
XR_002635597.1	44029788	44039322	NC_035787.1
XR_002635603.1	44050807	44060429	NC_035787.1
XR_002635599.1	44121232	44123222	NC_035787.1
XR_002635592.1	44129331	44130838	NC_035787.1
XR_002635593.1	44138036	44139535	NC_035787.1
XR_002635600.1	44142017	44142715	NC_035787.1
XR_002635586.1	44190451	44191853	NC_035787.1
XR_002635595.1	44294109	44296729	NC_035787.1
XR_002635601.1	44371021	44374980	NC_035787.1
XR_002635602.1	44448202	44451775	NC_035787.1
XR_002635237.1	44489388	44491142	NC_035787.1
XR_002635841.1	44695198	44697631	NC_035787.1
XR_002635159.1	45085147	45087617	NC_035787.1
XR_002635676.1	45139734	45145648	NC_035787.1
XR_002635420.1	45975063	45984517	NC_035787.1
XR_002635817.1	46147670	46149469	NC_035787.1
XR_002635799.1	46262282	46264470	NC_035787.1
XR_002635213.1	46340344	46345849	NC_035787.1
XR_002635750.1	46353810	46365856	NC_035787.1
XR_002635153.1	46384732	46387635	NC_035787.1
XR_002635244.1	46391670	46397182	NC_035787.1
XR_002635719.1	46403553	46407438	NC_035787.1
XR_002635721.1	46413449	46416432	NC_035787.1
XR_002635720.1	46431483	46440711	NC_035787.1
XR_002635722.1	46487714	46489120	NC_035787.1
XR_002635155.1	46502489	46508223	NC_035787.1
XR_002635302.1	46820050	46830177	NC_035787.1
XR_002635612.1	47063064	47067143	NC_035787.1
XR_002635604.1	47173611	47176710	NC_035787.1
XR_002635553.1	47251198	47262070	NC_035787.1
XR_002635806.1	48004893	48009098	NC_035787.1
XR_002635792.1	48080932	48081921	NC_035787.1
XR_002635197.1	48117514	48121185	NC_035787.1
XR_002635657.1	48266524	48270112	NC_035787.1
XR_002635755.1	49103233	49105995	NC_035787.1
XR_002635688.1	49341663	49349122	NC_035787.1
XR_002635687.1	49364799	49366680	NC_035787.1
XR_002635359.1	49379336	49381589	NC_035787.1
XR_002635696.1	49694115	49695327	NC_035787.1
XR_002635697.1	49695554	49697321	NC_035787.1
XR_002635186.1	49752730	49753539	NC_035787.1
XR_002635095.1	49861157	49861915	NC_035787.1
XR_002635096.1	49862091	49862493	NC_035787.1
XR_002635312.1	50152472	50155340	NC_035787.1
XR_002635278.1	50370261	50371480	NC_035787.1
XR_002635121.1	50426131	50427678	NC_035787.1
XR_002635566.1	50536954	50538282	NC_035787.1
XR_002635336.1	51098881	51105656	NC_035787.1
XR_002635335.1	51114212	51121382	NC_035787.1
XR_002635363.1	51322027	51323814	NC_035787.1
XR_002635355.1	51572812	51576117	NC_035787.1
XR_002635356.1	51579290	51583791	NC_035787.1
XR_002635353.1	51583836	51586520	NC_035787.1
XR_002635104.1	51787630	51788304	NC_035787.1
XR_002635797.1	51896118	51898374	NC_035787.1
XR_002635842.1	51949669	51951826	NC_035787.1
XR_002635307.1	51995650	51997803	NC_035787.1
XR_002635649.1	52119643	52122344	NC_035787.1
XR_002635230.1	52148614	52151717	NC_035787.1
XR_002635232.1	52212534	52216059	NC_035787.1
XR_002635233.1	52213025	52213640	NC_035787.1
XR_002635242.1	52377344	52379004	NC_035787.1
XR_002635733.1	52907255	52909930	NC_035787.1
XR_002635654.1	52971568	52972231	NC_035787.1
XR_002635506.1	53086014	53089843	NC_035787.1
XR_002635472.1	53370013	53370692	NC_035787.1
XR_002635332.1	53463436	53470123	NC_035787.1
XR_002635749.1	53538643	53541120	NC_035787.1
XR_002635655.1	53579793	53581516	NC_035787.1
XR_002635738.1	53588923	53603163	NC_035787.1
XR_002635370.1	53762121	53762796	NC_035787.1
XR_002635391.1	53767783	53768358	NC_035787.1
XR_002635409.1	53817251	53817801	NC_035787.1
XR_002635200.1	53853233	53855722	NC_035787.1
XR_002635217.1	54223484	54226309	NC_035787.1
XR_002635844.1	54229940	54233573	NC_035787.1
XR_002635666.1	54867205	54881371	NC_035787.1
XR_002635764.1	55020211	55028367	NC_035787.1
XR_002635164.1	55039021	55047781	NC_035787.1
XR_002635468.1	55225962	55228492	NC_035787.1
XR_002635467.1	55260587	55263961	NC_035787.1
XR_002635328.1	56063849	56064603	NC_035787.1
XR_002635322.1	56554617	56559639	NC_035787.1
XR_002635323.1	56570385	56571922	NC_035787.1
XR_002635648.1	56923182	56924470	NC_035787.1
XR_002635406.1	56983731	56985350	NC_035787.1
XR_002635342.1	56990168	56990718	NC_035787.1
XR_002635290.1	57769508	57772003	NC_035787.1
XR_002635218.1	57925693	57928517	NC_035787.1
XR_002635100.1	57932155	57935804	NC_035787.1
XR_002635818.1	58034980	58037167	NC_035787.1
XR_002635184.1	58796738	58799675	NC_035787.1
XR_002635653.1	59061113	59063650	NC_035787.1
XR_002635275.1	59440388	59446241	NC_035787.1
XR_002635316.1	59773642	59785449	NC_035787.1
XR_002635315.1	59786323	59787919	NC_035787.1
XR_002635790.1	59920111	59921589	NC_035787.1
XR_002635259.1	59926854	59939922	NC_035787.1
XR_002635222.1	60314948	60316667	NC_035787.1
XR_002635802.1	60648090	60652424	NC_035787.1
XR_002635367.1	61325290	61328582	NC_035787.1
XR_002635089.1	61457952	61460330	NC_035787.1
XR_002635783.1	61470864	61472390	NC_035787.1
XR_002635348.1	62123059	62124613	NC_035787.1
XR_002635417.1	62208736	62224128	NC_035787.1
XR_002635638.1	62265438	62272251	NC_035787.1
XR_002635777.1	62334833	62338753	NC_035787.1
XR_002635261.1	62633502	62633936	NC_035787.1
XR_002635635.1	62966728	62977764	NC_035787.1
XR_002635216.1	63175711	63178079	NC_035787.1
XR_002635695.1	63235117	63236151	NC_035787.1
XR_002635807.1	63244351	63246400	NC_035787.1
XR_002635693.1	63247280	63254277	NC_035787.1
XR_002635396.1	63408192	63409751	NC_035787.1
XR_002635393.1	63487427	63492870	NC_035787.1
XR_002635398.1	63508455	63509113	NC_035787.1
XR_002635400.1	63606233	63609366	NC_035787.1
XR_002635397.1	63711283	63712472	NC_035787.1
XR_002635402.1	63776622	63781262	NC_035787.1
XR_002635401.1	63795607	63796949	NC_035787.1
XR_002635395.1	63817790	63818772	NC_035787.1
XR_002635399.1	63970032	63971824	NC_035787.1
XR_002635394.1	63984533	63985531	NC_035787.1
XR_002635330.1	64113488	64118119	NC_035787.1
XR_002635767.1	64118282	64122139	NC_035787.1
XR_002635826.1	64430227	64431518	NC_035787.1
XR_002635745.1	64621202	64634045	NC_035787.1
XR_002635319.1	64705647	64706406	NC_035787.1
XR_002635778.1	64762290	64766329	NC_035787.1
XR_002635810.1	64825443	64827793	NC_035787.1
XR_002635448.1	65208686	65209507	NC_035787.1
XR_002635447.1	65215414	65216191	NC_035787.1
XR_002635546.1	65391984	65392580	NC_035787.1
XR_002635347.1	65566733	65568146	NC_035787.1
XR_002635152.1	65698295	65708570	NC_035787.1
XR_002635137.1	66040282	66041391	NC_035787.1
XR_002635145.1	66070497	66071156	NC_035787.1
XR_002635144.1	66188230	66189501	NC_035787.1
XR_002635147.1	66191963	66193574	NC_035787.1
XR_002635141.1	66299543	66302252	NC_035787.1
XR_002635139.1	66311026	66313539	NC_035787.1
XR_002635149.1	66917016	66917758	NC_035787.1
XR_002635143.1	67119042	67120331	NC_035787.1
XR_002635148.1	67138639	67139175	NC_035787.1
XR_002635146.1	67224088	67225948	NC_035787.1
XR_002635140.1	67296113	67305043	NC_035787.1
XR_002635317.1	67315606	67322376	NC_035787.1
XR_002635754.1	67777652	67778390	NC_035787.1
XR_002635756.1	68147686	68149807	NC_035787.1
XR_002635373.1	68658639	68659848	NC_035787.1
XR_002635256.1	68780637	68783711	NC_035787.1
XR_002635716.1	68929393	68934747	NC_035787.1
XR_002635163.1	69358053	69360102	NC_035787.1
XR_002635162.1	69572988	69574952	NC_035787.1
XR_002635703.1	69604691	69607104	NC_035787.1
XR_002635357.1	69644243	69645163	NC_035787.1
XR_002635221.1	69909269	69912428	NC_035787.1
XR_002635464.1	70210276	70213029	NC_035787.1
XR_002635169.1	70223481	70225163	NC_035787.1
XR_002635234.1	70335528	70341569	NC_035787.1
XR_002635451.1	70419729	70421951	NC_035787.1
XR_002635637.1	70490438	70498920	NC_035787.1
XR_002635803.1	71261155	71262716	NC_035787.1
XR_002635325.1	71408192	71409587	NC_035787.1
XR_002635299.1	71500102	71502516	NC_035787.1
XR_002635774.1	71671148	71673591	NC_035787.1
XR_002635706.1	72240928	72242136	NC_035787.1
XR_002635761.1	72797464	72800020	NC_035787.1
XR_002635689.1	72926025	72928159	NC_035787.1
XR_002635770.1	73054015	73065976	NC_035787.1
XR_002635651.1	73190086	73191025	NC_035787.1
XR_002635457.1	73421173	73422155	NC_035787.1
XR_002635212.1	73456684	73459257	NC_035787.1
XR_002635167.1	73495233	73502996	NC_035787.1
XR_002635208.1	73537082	73538191	NC_035787.1
XR_002635723.1	73538373	73540928	NC_035787.1
XR_002635107.1	74070383	74107782	NC_035787.1
XR_002635106.1	74080312	74082821	NC_035787.1
XR_002635301.1	74246462	74247710	NC_035787.1
XR_002635238.1	74328450	74331964	NC_035787.1
XR_002635465.1	74579917	74584517	NC_035787.1
XR_002635466.1	74612479	74613454	NC_035787.1
XR_002635368.1	74730860	74733479	NC_035787.1
XR_002635539.1	74908542	74910234	NC_035787.1
XR_002635540.1	74915299	74916373	NC_035787.1
XR_002635538.1	74951272	74952535	NC_035787.1
XR_002635535.1	74956912	74964049	NC_035787.1
XR_002635473.1	75378421	75382704	NC_035787.1
XR_002635127.1	75475843	75477315	NC_035787.1
XR_002635128.1	75477323	75479526	NC_035787.1
XR_002635839.1	75540521	75566422	NC_035787.1
XR_002635685.1	75611658	75612532	NC_035787.1
XR_002636528.1	157226	158659	NC_035788.1
XR_002635943.1	198223	200324	NC_035788.1
XR_002636761.1	334369	340883	NC_035788.1
XR_002636950.1	343461	345080	NC_035788.1
XR_002636879.1	408068	411407	NC_035788.1
XR_002636868.1	511623	519099	NC_035788.1
XR_002636169.1	1054016	1057300	NC_035788.1
XR_002635877.1	1433011	1434331	NC_035788.1
XR_002636039.1	1439015	1440456	NC_035788.1
XR_002635849.1	1466921	1467952	NC_035788.1
XR_002636227.1	1541605	1542180	NC_035788.1
XR_002636216.1	1724178	1724780	NC_035788.1
XR_002636954.1	1793623	1794398	NC_035788.1
XR_002635928.1	1797159	1798647	NC_035788.1
XR_002636937.1	1900405	1901340	NC_035788.1
XR_002636077.1	2273969	2275154	NC_035788.1
XR_002635947.1	2287598	2288686	NC_035788.1
XR_002635861.1	2537330	2540618	NC_035788.1
XR_002636121.1	2732233	2746722	NC_035788.1
XR_002636132.1	2911957	2913935	NC_035788.1
XR_002635939.1	2933586	2935993	NC_035788.1
XR_002636276.1	3211203	3213271	NC_035788.1
XR_002636275.1	3254914	3257598	NC_035788.1
XR_002636277.1	3343284	3345786	NC_035788.1
XR_002636234.1	3675413	3680135	NC_035788.1
XR_002636025.1	3696319	3701277	NC_035788.1
XR_002635914.1	4280737	4281520	NC_035788.1
XR_002636587.1	4340617	4352912	NC_035788.1
XR_002636592.1	4355048	4369076	NC_035788.1
XR_002636960.1	4515686	4516627	NC_035788.1
