XP	start	end	chr
XP_022286608.1	28038763	28039782	NC_035785.1
XP_022286609.1	40799283	40809956	NC_035785.1
XP_022286610.1	63672639	63676069	NC_035780.1
XP_022286611.1	33707385	33707385	NC_035785.1
XP_022286612.1	33707385	33707385	NC_035785.1
XP_022286613.1	33707385	33707385	NC_035785.1
XP_022286614.1	36144976	36151479	NC_035785.1
XP_022286615.1	33117440	33125900	NC_035785.1
XP_022286616.1	4125076	4128964	NC_035785.1
XP_022286617.1	13006950	13026200	NC_035785.1
XP_022286618.1	13006950	13026200	NC_035785.1
XP_022286619.1	63672639	63676933	NC_035780.1
XP_022286620.1	13006950	13026200	NC_035785.1
XP_022286621.1	13006950	13026200	NC_035785.1
XP_022286622.1	13006950	13026200	NC_035785.1
XP_022286623.1	13008889	13026200	NC_035785.1
XP_022286624.1	3082321	3082928	NC_035785.1
XP_022286625.1	32887435	32887435	NC_035785.1
XP_022286626.1	6670063	6675569	NC_035785.1
XP_022286627.1	6678421	6684378	NC_035785.1
XP_022286628.1	63651207	63671828	NC_035780.1
XP_022286629.1	6677535	6684378	NC_035785.1
XP_022286630.1	42258051	42286622	NC_035785.1
XP_022286631.1	42258051	42286622	NC_035785.1
XP_022286632.1	42258051	42286622	NC_035785.1
XP_022286633.1	42258051	42286622	NC_035785.1
XP_022286634.1	16756895	16796721	NC_035785.1
XP_022286635.1	16756895	16793768	NC_035785.1
XP_022286636.1	28941347	29038402	NC_035785.1
XP_022286637.1	40488114	40503970	NC_035785.1
XP_022286638.1	40488134	40503970	NC_035785.1
XP_022286639.1	40488114	40499412	NC_035785.1
XP_022286640.1	63645907	63647989	NC_035780.1
XP_022286641.1	40488114	40510247	NC_035785.1
XP_022286642.1	37894062	37894062	NC_035785.1
XP_022286643.1	11625339	11632019	NC_035785.1
XP_022286644.1	18977333	18987101	NC_035785.1
XP_022286645.1	18977333	18987101	NC_035785.1
XP_022286646.1	18977333	18987101	NC_035785.1
XP_022286647.1	5021950	5021950	NC_035785.1
XP_022286648.1	63645907	63647992	NC_035780.1
XP_022286649.1	5021950	5021950	NC_035785.1
XP_022286650.1	22103298	22108681	NC_035785.1
XP_022286651.1	22103298	22108208	NC_035785.1
XP_022286652.1	14172382	14247363	NC_035785.1
XP_022286653.1	14172382	14247363	NC_035785.1
XP_022286654.1	14172382	14247363	NC_035785.1
XP_022286655.1	14172382	14247363	NC_035785.1
XP_022286656.1	14172382	14247363	NC_035785.1
XP_022286657.1	14172382	14247363	NC_035785.1
XP_022286658.1	14172382	14247363	NC_035785.1
XP_022286659.1	14172382	14247363	NC_035785.1
XP_022286660.1	14172382	14247363	NC_035785.1
XP_022286661.1	14172382	14247363	NC_035785.1
XP_022286662.1	14172382	14247363	NC_035785.1
XP_022286663.1	63635023	63645069	NC_035780.1
XP_022286664.1	14172382	14243905	NC_035785.1
XP_022286665.1	14172382	14247363	NC_035785.1
XP_022286666.1	29509882	29509882	NC_035785.1
XP_022286667.1	29580968	29602802	NC_035785.1
XP_022286668.1	29605446	29625358	NC_035785.1
XP_022286669.1	41710977	41724550	NC_035785.1
XP_022286670.1	41710977	41724550	NC_035785.1
XP_022286671.1	41710977	41724550	NC_035785.1
XP_022286672.1	41710977	41724550	NC_035785.1
XP_022286673.1	41710977	41724550	NC_035785.1
XP_022286674.1	41710977	41724550	NC_035785.1
XP_022286675.1	33051504	33060438	NC_035785.1
XP_022286676.1	33054170	33060438	NC_035785.1
XP_022286677.1	33059954	33063970	NC_035785.1
XP_022286678.1	17717129	17757154	NC_035785.1
XP_022286679.1	17717129	17754201	NC_035785.1
XP_022286680.1	5215394	5218736	NC_035785.1
XP_022286681.1	5217148	5218736	NC_035785.1
XP_022286682.1	5215394	5218736	NC_035785.1
XP_022286683.1	5216819	5218736	NC_035785.1
XP_022286684.1	10621062	10626567	NC_035780.1
XP_022286685.1	5217148	5218736	NC_035785.1
XP_022286686.1	5215372	5218736	NC_035785.1
XP_022286687.1	25624933	25631951	NC_035785.1
XP_022286688.1	22284383	22286048	NC_035785.1
XP_022286689.1	50241851	50251506	NC_035785.1
XP_022286690.1	6126866	6137795	NC_035785.1
XP_022286691.1	6126866	6137795	NC_035785.1
XP_022286692.1	10621062	10626567	NC_035780.1
XP_022286693.1	6144707	6149659	NC_035785.1
XP_022286694.1	49769189	49777662	NC_035785.1
XP_022286695.1	31035859	31048814	NC_035785.1
XP_022286696.1	50026681	50045692	NC_035785.1
XP_022286697.1	955794	957737	NC_035785.1
XP_022286698.1	966887	989639	NC_035785.1
XP_022286699.1	969307	974094	NC_035785.1
XP_022286700.1	992888	1000724	NC_035785.1
XP_022286701.1	959737	960775	NC_035785.1
XP_022286702.1	34445822	34448057	NC_035780.1
XP_022286703.1	31332280	31332280	NC_035780.1
XP_022286704.1	959737	969991	NC_035785.1
XP_022286705.1	25752259	25771410	NC_035785.1
XP_022286706.1	25752259	25771410	NC_035785.1
XP_022286707.1	20991388	21000549	NC_035785.1
XP_022286708.1	51228587	51232949	NC_035785.1
XP_022286709.1	11652818	11652818	NC_035785.1
XP_022286710.1	11652818	11652818	NC_035785.1
XP_022286711.1	11652818	11652818	NC_035785.1
XP_022286712.1	11652818	11656661	NC_035785.1
XP_022286713.1	28197641	28201110	NC_035785.1
XP_022286714.1	34730661	34732660	NC_035785.1
XP_022286715.1	3415655	3417436	NC_035785.1
XP_022286716.1	3415655	3417436	NC_035785.1
XP_022286717.1	7970411	7981041	NC_035785.1
XP_022286718.1	49706315	49739892	NC_035785.1
XP_022286719.1	35103364	35108414	NC_035780.1
XP_022286720.1	49712396	49739892	NC_035785.1
XP_022286721.1	25714154	25729267	NC_035785.1
XP_022286722.1	25715937	25729267	NC_035785.1
XP_022286723.1	36314230	36315351	NC_035785.1
XP_022286724.1	36314230	36316285	NC_035785.1
XP_022286725.1	1803351	1808627	NC_035785.1
XP_022286726.1	49589594	49590620	NC_035785.1
XP_022286727.1	620861	620861	NC_035785.1
XP_022286728.1	665463	665463	NC_035785.1
XP_022286729.1	665463	665463	NC_035785.1
XP_022286730.1	35117247	35125107	NC_035780.1
XP_022286731.1	656953	665461	NC_035785.1
XP_022286732.1	643767	643767	NC_035785.1
XP_022286733.1	608688	618354	NC_035785.1
XP_022286734.1	627209	628443	NC_035785.1
XP_022286735.1	26053830	26074608	NC_035785.1
XP_022286736.1	6439905	6445357	NC_035780.1
XP_022286737.1	25973866	25989280	NC_035785.1
XP_022286738.1	25973866	25989280	NC_035785.1
XP_022286739.1	25973866	25989280	NC_035785.1
XP_022286740.1	25973866	25989280	NC_035785.1
XP_022286741.1	25973866	25989280	NC_035785.1
XP_022286742.1	25973866	25989280	NC_035785.1
XP_022286743.1	25973866	25989280	NC_035785.1
XP_022286744.1	25973866	25989280	NC_035785.1
XP_022286745.1	25973866	25989280	NC_035785.1
XP_022286746.1	25973866	25989280	NC_035785.1
XP_022286747.1	6439905	6445357	NC_035780.1
XP_022286748.1	13825765	13836035	NC_035785.1
XP_022286749.1	1295886	1304233	NC_035785.1
XP_022286750.1	32504254	32507848	NC_035785.1
XP_022286751.1	39766386	39778275	NC_035785.1
XP_022286752.1	39766386	39778275	NC_035785.1
XP_022286753.1	39766386	39778275	NC_035785.1
XP_022286754.1	39766386	39778275	NC_035785.1
XP_022286755.1	39766386	39778275	NC_035785.1
XP_022286756.1	6439905	6445357	NC_035780.1
XP_022286757.1	39766386	39778275	NC_035785.1
XP_022286758.1	39766386	39778275	NC_035785.1
XP_022286759.1	39767096	39778275	NC_035785.1
XP_022286760.1	39766386	39778275	NC_035785.1
XP_022286761.1	39765178	39778275	NC_035785.1
XP_022286762.1	39762468	39778275	NC_035785.1
XP_022286763.1	9670483	9670483	NC_035785.1
XP_022286764.1	9670483	9670483	NC_035785.1
XP_022286765.1	9675340	9675340	NC_035785.1
XP_022286766.1	32147737	32150674	NC_035785.1
XP_022286767.1	20837742	20841393	NC_035785.1
XP_022286768.1	11513717	11517977	NC_035780.1
XP_022286769.1	20837742	20841261	NC_035785.1
XP_022286770.1	20837742	20841478	NC_035785.1
XP_022286771.1	20837742	20847209	NC_035785.1
XP_022286772.1	11395756	11395756	NC_035785.1
XP_022286773.1	11395756	11395756	NC_035785.1
XP_022286774.1	11395756	11395756	NC_035785.1
XP_022286775.1	724401	727827	NC_035785.1
XP_022286776.1	695799	698948	NC_035785.1
XP_022286777.1	744506	747690	NC_035785.1
XP_022286778.1	763294	766506	NC_035785.1
XP_022286779.1	48317241	48326965	NC_035780.1
XP_022286780.1	693638	694094	NC_035785.1
XP_022286781.1	33832401	33832401	NC_035785.1
XP_022286782.1	33832401	33832401	NC_035785.1
XP_022286783.1	50883681	50902116	NC_035785.1
XP_022286784.1	50886698	50902116	NC_035785.1
XP_022286785.1	11416839	11416839	NC_035785.1
XP_022286786.1	8437435	8442686	NC_035785.1
XP_022286787.1	8437201	8442686	NC_035785.1
XP_022286788.1	48317241	48326965	NC_035780.1
XP_022286789.1	8437201	8442686	NC_035785.1
XP_022286790.1	49750084	49756929	NC_035785.1
XP_022286791.1	29461497	29462125	NC_035785.1
XP_022286792.1	29461497	29462125	NC_035785.1
XP_022286793.1	28762517	28789265	NC_035785.1
XP_022286794.1	28762517	28789265	NC_035785.1
XP_022286795.1	28762517	28789265	NC_035785.1
XP_022286796.1	5034777	5041011	NC_035785.1
XP_022286797.1	48317241	48326965	NC_035780.1
XP_022286798.1	9016911	9017821	NC_035785.1
XP_022286799.1	31842852	31863629	NC_035785.1
XP_022286800.1	31842852	31863629	NC_035785.1
XP_022286801.1	31842852	31863629	NC_035785.1
XP_022286802.1	31842852	31865196	NC_035785.1
XP_022286803.1	31842852	31863629	NC_035785.1
XP_022286804.1	31842852	31863629	NC_035785.1
XP_022286805.1	31842852	31863629	NC_035785.1
XP_022286806.1	31842852	31863629	NC_035785.1
XP_022286807.1	31842852	31863629	NC_035785.1
XP_022286808.1	31842852	31863629	NC_035785.1
XP_022286809.1	31842852	31863629	NC_035785.1
XP_022286810.1	2171979	2172400	NC_035785.1
XP_022286811.1	42952751	42991962	NC_035780.1
XP_022286812.1	81397	94656	NC_035785.1
XP_022286813.1	81397	94656	NC_035785.1
XP_022286814.1	81397	94656	NC_035785.1
XP_022286815.1	47736910	47738807	NC_035785.1
XP_022286816.1	46020580	46026361	NC_035785.1
XP_022286817.1	46020580	46024894	NC_035785.1
XP_022286818.1	46020580	46024894	NC_035785.1
XP_022286819.1	46020580	46024894	NC_035785.1
XP_022286820.1	46020580	46024894	NC_035785.1
XP_022286821.1	12718896	12718896	NC_035785.1
XP_022286822.1	43291160	43308557	NC_035780.1
XP_022286823.1	20908682	20910832	NC_035785.1
XP_022286824.1	20903610	20906721	NC_035785.1
XP_022286825.1	26462821	26518806	NC_035785.1
XP_022286826.1	26289497	26291932	NC_035785.1
XP_022286827.1	26315394	26320131	NC_035785.1
XP_022286828.1	43296629	43308557	NC_035780.1
XP_022286829.1	47344900	47347833	NC_035785.1
XP_022286830.1	47344900	47347833	NC_035785.1
XP_022286831.1	47344900	47347833	NC_035785.1
XP_022286832.1	47344900	47347833	NC_035785.1
XP_022286833.1	22191820	22193565	NC_035785.1
XP_022286834.1	39057106	39062900	NC_035785.1
XP_022286835.1	43299255	43308557	NC_035780.1
XP_022286836.1	32393001	32407230	NC_035785.1
XP_022286837.1	32363306	32379884	NC_035785.1
XP_022286838.1	32357372	32362205	NC_035785.1
XP_022286839.1	32382132	32390937	NC_035785.1
XP_022286840.1	10679226	10691448	NC_035785.1
XP_022286841.1	10679226	10691448	NC_035785.1
XP_022286842.1	10679226	10691448	NC_035785.1
XP_022286843.1	10680483	10691448	NC_035785.1
XP_022286844.1	10680483	10691448	NC_035785.1
XP_022286845.1	15351113	15428698	NC_035780.1
XP_022286846.1	10680483	10691448	NC_035785.1
XP_022286847.1	10680483	10691448	NC_035785.1
XP_022286848.1	16679535	16699221	NC_035785.1
XP_022286849.1	12613527	12625576	NC_035785.1
XP_022286850.1	1015803	1021869	NC_035785.1
XP_022286851.1	27766324	27795768	NC_035785.1
XP_022286852.1	27766324	27795768	NC_035785.1
XP_022286853.1	27774198	27795768	NC_035785.1
XP_022286854.1	15351113	15428698	NC_035780.1
XP_022286855.1	40090701	40101277	NC_035785.1
XP_022286856.1	40087970	40088582	NC_035785.1
XP_022286857.1	43764718	43775277	NC_035785.1
XP_022286858.1	1116225	1125211	NC_035785.1
XP_022286859.1	1116225	1125211	NC_035785.1
XP_022286860.1	1116225	1125211	NC_035785.1
XP_022286861.1	37346343	37350163	NC_035785.1
XP_022286862.1	350842	371170	NC_035785.1
XP_022286863.1	12599069	12609367	NC_035785.1
XP_022286864.1	29441850	29447357	NC_035780.1
XP_022286865.1	12586755	12609367	NC_035785.1
XP_022286866.1	12599181	12609367	NC_035785.1
XP_022286867.1	32324869	32330070	NC_035785.1
XP_022286868.1	32324869	32330070	NC_035785.1
XP_022286869.1	32337368	32337368	NC_035785.1
XP_022286870.1	32345074	32347680	NC_035785.1
XP_022286871.1	32345074	32347680	NC_035785.1
XP_022286872.1	32345074	32347680	NC_035785.1
XP_022286873.1	32345074	32347680	NC_035785.1
XP_022286874.1	32345074	32347680	NC_035785.1
XP_022286875.1	32345074	32349071	NC_035785.1
XP_022286876.1	26102974	26105439	NC_035785.1
XP_022286877.1	36060647	36061509	NC_035785.1
XP_022286878.1	31828951	31828951	NC_035780.1
XP_022286879.1	33382263	33385962	NC_035785.1
XP_022286880.1	45597128	45601971	NC_035785.1
XP_022286881.1	36353328	36358082	NC_035785.1
XP_022286882.1	33468166	33488829	NC_035785.1
XP_022286883.1	33468166	33488829	NC_035785.1
XP_022286884.1	33468166	33488829	NC_035785.1
XP_022286885.1	33468166	33488829	NC_035785.1
XP_022286886.1	33468166	33488829	NC_035785.1
XP_022286887.1	33468166	33488829	NC_035785.1
XP_022286888.1	33420105	33446521	NC_035785.1
XP_022286889.1	1184712	1190315	NC_035780.1
XP_022286890.1	3701041	3701041	NC_035785.1
XP_022286891.1	41687962	41694261	NC_035785.1
XP_022286892.1	41687962	41694261	NC_035785.1
XP_022286893.1	41687962	41694261	NC_035785.1
XP_022286894.1	17696752	17705362	NC_035785.1
XP_022286895.1	11115026	11120826	NC_035785.1
XP_022286896.1	32633692	32651976	NC_035785.1
XP_022286897.1	32633692	32651976	NC_035785.1
XP_022286898.1	1184712	1190315	NC_035780.1
XP_022286899.1	35532895	35534448	NC_035785.1
XP_022286900.1	30524505	30526263	NC_035785.1
XP_022286901.1	46799421	46822210	NC_035785.1
XP_022286902.1	1184712	1190315	NC_035780.1
XP_022286903.1	52480	54906	NC_035785.1
XP_022286904.1	38143717	38148859	NC_035785.1
XP_022286905.1	38143717	38148859	NC_035785.1
XP_022286906.1	38143717	38148859	NC_035785.1
XP_022286907.1	38143717	38148859	NC_035785.1
XP_022286908.1	41269020	41272774	NC_035785.1
XP_022286909.1	1184712	1190315	NC_035780.1
XP_022286910.1	41269592	41272774	NC_035785.1
XP_022286911.1	26853605	26861824	NC_035785.1
XP_022286912.1	26853605	26861824	NC_035785.1
XP_022286913.1	26851608	26861824	NC_035785.1
XP_022286914.1	26848968	26861824	NC_035785.1
XP_022286915.1	26841589	26861824	NC_035785.1
XP_022286916.1	1184712	1190315	NC_035780.1
XP_022286917.1	42068965	42090644	NC_035785.1
XP_022286918.1	42068965	42090644	NC_035785.1
XP_022286919.1	42068965	42081732	NC_035785.1
XP_022286920.1	42120354	42144919	NC_035785.1
XP_022286921.1	42120354	42144919	NC_035785.1
XP_022286922.1	42120354	42144919	NC_035785.1
XP_022286923.1	42120354	42144919	NC_035785.1
XP_022286924.1	42120354	42144919	NC_035785.1
XP_022286925.1	42120354	42144919	NC_035785.1
XP_022286926.1	42123517	42144919	NC_035785.1
XP_022286927.1	1184712	1190315	NC_035780.1
XP_022286928.1	42126589	42144919	NC_035785.1
XP_022286929.1	42128043	42144919	NC_035785.1
XP_022286930.1	41914996	41929123	NC_035785.1
XP_022286931.1	41914996	41929123	NC_035785.1
XP_022286932.1	30172940	30173783	NC_035780.1
XP_022286933.1	41957962	41975487	NC_035785.1
XP_022286934.1	41957962	41987378	NC_035785.1
XP_022286935.1	41957962	41987378	NC_035785.1
XP_022286936.1	41957962	41974874	NC_035785.1
XP_022286937.1	42025534	42032930	NC_035785.1
XP_022286938.1	41906258	41908258	NC_035785.1
XP_022286939.1	42151554	42151554	NC_035785.1
XP_022286940.1	42151554	42151554	NC_035785.1
XP_022286941.1	62832082	62840561	NC_035780.1
XP_022286942.1	42065048	42065252	NC_035785.1
XP_022286943.1	42035550	42039591	NC_035785.1
XP_022286944.1	42113690	42117701	NC_035785.1
XP_022286945.1	42095495	42105027	NC_035785.1
XP_022286946.1	42095495	42105027	NC_035785.1
XP_022286947.1	42095495	42105027	NC_035785.1
XP_022286948.1	42095495	42105027	NC_035785.1
XP_022286949.1	42095495	42105027	NC_035785.1
XP_022286950.1	42058035	42061572	NC_035785.1
XP_022286951.1	42040392	42041760	NC_035785.1
XP_022286952.1	42050706	42052018	NC_035785.1
XP_022286953.1	42016754	42017715	NC_035785.1
XP_022286954.1	42021100	42021644	NC_035785.1
XP_022286955.1	42019962	42020422	NC_035785.1
XP_022286956.1	41941751	41943640	NC_035785.1
XP_022286957.1	41941751	41943640	NC_035785.1
XP_022286958.1	41941751	41943640	NC_035785.1
XP_022286959.1	1370623	1382349	NC_035785.1
XP_022286960.1	34060988	34060988	NC_035785.1
XP_022286961.1	34060988	34060988	NC_035785.1
XP_022286962.1	34060988	34060988	NC_035785.1
XP_022286963.1	48031107	48039631	NC_035780.1
XP_022286964.1	34060988	34060988	NC_035785.1
XP_022286965.1	34060988	34060988	NC_035785.1
XP_022286966.1	34060988	34060988	NC_035785.1
XP_022286967.1	37907114	37907531	NC_035785.1
XP_022286968.1	37907114	37907531	NC_035785.1
XP_022286969.1	35454660	35459056	NC_035785.1
XP_022286970.1	8779991	8783232	NC_035785.1
XP_022286971.1	40526598	40528983	NC_035785.1
XP_022286972.1	13063182	13072774	NC_035785.1
XP_022286973.1	43489820	43494885	NC_035785.1
XP_022286974.1	48027056	48030629	NC_035780.1
XP_022286975.1	43489820	43494885	NC_035785.1
XP_022286976.1	40319062	40319062	NC_035785.1
XP_022286977.1	38271647	38275586	NC_035785.1
XP_022286978.1	38271647	38275586	NC_035785.1
XP_022286979.1	477941	484941	NC_035785.1
XP_022286980.1	487937	494183	NC_035785.1
XP_022286981.1	3345651	3355007	NC_035785.1
XP_022286982.1	11088780	11102693	NC_035785.1
XP_022286983.1	50332552	50343621	NC_035785.1
XP_022286984.1	22630927	22637867	NC_035780.1
XP_022286985.1	50332552	50341238	NC_035785.1
XP_022286986.1	21899441	21906348	NC_035785.1
XP_022286987.1	21994219	21994914	NC_035785.1
XP_022286988.1	19955195	19955195	NC_035785.1
XP_022286989.1	4989962	4989962	NC_035785.1
XP_022286990.1	39098689	39098689	NC_035785.1
XP_022286991.1	22630927	22637867	NC_035780.1
XP_022286992.1	48023785	48026108	NC_035785.1
XP_022286993.1	37285453	37286131	NC_035785.1
XP_022286994.1	9823174	9826211	NC_035785.1
XP_022286995.1	9823174	9826211	NC_035785.1
XP_022286996.1	18332741	18343436	NC_035785.1
XP_022286997.1	49993525	49996453	NC_035785.1
XP_022286998.1	3097846	3097846	NC_035785.1
XP_022286999.1	17647566	17647566	NC_035785.1
XP_022287000.1	8313277	8320326	NC_035785.1
XP_022287001.1	22618292	22630628	NC_035780.1
XP_022287002.1	8388699	8390771	NC_035785.1
XP_022287003.1	8393567	8405450	NC_035785.1
XP_022287004.1	8386707	8390771	NC_035785.1
XP_022287005.1	8387079	8390771	NC_035785.1
XP_022287006.1	8323103	8325147	NC_035785.1
XP_022287007.1	8355600	8357453	NC_035785.1
XP_022287008.1	8372660	8375891	NC_035785.1
XP_022287009.1	8336468	8336766	NC_035785.1
XP_022287010.1	8334217	8335690	NC_035785.1
XP_022287011.1	29205970	29207840	NC_035780.1
XP_022287012.1	46500258	46501352	NC_035785.1
XP_022287013.1	6110943	6115177	NC_035785.1
XP_022287014.1	6110943	6115177	NC_035785.1
XP_022287015.1	37743453	37743453	NC_035785.1
XP_022287016.1	37764689	37780535	NC_035785.1
XP_022287017.1	37747301	37749380	NC_035785.1
XP_022287018.1	37739011	37741799	NC_035785.1
XP_022287019.1	37739011	37741799	NC_035785.1
XP_022287020.1	37790489	37796513	NC_035785.1
XP_022287021.1	32996924	32999923	NC_035780.1
XP_022287022.1	42232161	42238204	NC_035785.1
XP_022287023.1	42232161	42238204	NC_035785.1
XP_022287024.1	42232161	42238204	NC_035785.1
XP_022287025.1	42232161	42238204	NC_035785.1
XP_022287026.1	42232161	42238204	NC_035785.1
XP_022287027.1	42232161	42238204	NC_035785.1
XP_022287028.1	42232161	42237091	NC_035785.1
XP_022287029.1	40329883	40350873	NC_035785.1
XP_022287030.1	1530844	1541978	NC_035785.1
XP_022287031.1	1531600	1541978	NC_035785.1
XP_022287032.1	33846065	33849393	NC_035785.1
XP_022287033.1	33001890	33004631	NC_035780.1
XP_022287034.1	33846717	33849393	NC_035785.1
XP_022287035.1	45689327	45692677	NC_035785.1
XP_022287036.1	32142103	32143159	NC_035785.1
XP_022287037.1	33555230	33561748	NC_035785.1
XP_022287038.1	27594841	27600535	NC_035785.1
XP_022287039.1	43212462	43213069	NC_035785.1
XP_022287040.1	23028907	23035749	NC_035785.1
XP_022287041.1	2837517	2837517	NC_035780.1
XP_022287042.1	35335342	35337235	NC_035785.1
XP_022287043.1	35338335	35339246	NC_035785.1
XP_022287044.1	884931	884931	NC_035785.1
XP_022287045.1	33011830	33012749	NC_035780.1
XP_022287046.1	884931	884931	NC_035785.1
XP_022287047.1	25535123	25543466	NC_035785.1
XP_022287048.1	6555730	6565928	NC_035785.1
XP_022287049.1	22205130	22234276	NC_035785.1
XP_022287050.1	34830023	34834620	NC_035785.1
XP_022287051.1	10737142	10773375	NC_035785.1
XP_022287052.1	10740018	10773375	NC_035785.1
XP_022287053.1	10737142	10773375	NC_035785.1
XP_022287054.1	10737142	10773375	NC_035785.1
XP_022287055.1	10737142	10773375	NC_035785.1
XP_022287056.1	10737142	10773375	NC_035785.1
XP_022287057.1	10737142	10773375	NC_035785.1
